State,Date,Time,Cumulative case count,Cumulative deaths,,,,,,,,,,,,
NSW,20/07/2020,20:00,3410,,,,,,,,,,,,,
NT,21/07/2020,09:00,32,,,,,,,,,,,,,
VIC,21/07/2020,11:00,6289,42,,,,,,,,,,,,
ACT,21/07/2020,12:11,113,,,,,,,,,,,,,
WA,21/07/2020,17:00,651,,,,,,,,,,,,,
QLD,21/07/2020,17:00,1072,,,,,,,,,,,,,
TAS,21/07/2020,18:00,229,,,,,,,,,,,,,
NSW,21/07/2020,20:00,3425,,,,,,,,,,,,,
NT,22/07/2020,09:00,32,,,,,,,,,,,,,
VIC,22/07/2020,11:00,6739,44,,,,,,,,,,,,
ACT,22/07/2020,14:05,113,,,,,,,,,,,,,
QLD,22/07/2020,15:26,1073,,,,,,,,,,,,,
WA,22/07/2020,17:32,651,,,,,,,,,,,,,
SA,22/07/2020,17:00,446,,,,,,,,,,,,,
TAS,22/07/2020,17:00,229,,,,,,,,,,,,,
NSW,22/07/2020,20:00,3444,,,,,,,,,,,,,
VIC,23/07/2020,11:05,7125,49,,,,,,,,,,,,
QLD,23/07/2020,12:00,1074,,,,,,,,,,,,,
ACT,23/07/2020,12:30,113,,,,,,,,,,,,,
WA,23/07/2020,15:30,654,,,,,,,,,,,,,
SA,23/07/2020,17:00,447,,,,,,,,,,,,,
NSW,23/07/2020,20:00,3451,,,,,,,,,,,,,
QLD,24/07/2020,12:00,1076,,,,,,,,,,,,,
ACT,24/07/2020,13:45,113,,,,,,,,,,,,,
VIC,24/07/2020,16:00,7405,56,,,,,,,,,,,,
NSW,24/07/2020,20:00,3465,,,,,,,,,,,,,
VIC,25/07/2020,12:45,7744,61,,,,,,,,,,,,
WA,25/07/2020,15:00,656,,,,,,,,,,,,,
NSW,25/07/2020,20:00,3479,,,,,,,,,,,,,
VIC,26/07/2020,11:25,8181,71,,,,,,,,,,,,
ACT,26/07/2020,12:19,113,,,,,,,,,,,,,
WA,26/07/2020,14:10,658,,,,,,,,,,,,,
ACT,27/07/2020,11:38,113,,,,,,,,,,,,,
WA,27/07/2020,13:33,658,,,,,,,,,,,,,
VIC,27/07/2020,15:30,8696,77,,,,,,,,,,,,
NSW,27/07/2020,20:00,3510,,,,,,,,,,,,,
VIC,28/07/2020,11:45,9049,83,,,,,,,,,,,,
ACT,28/07/2020,12:45,113,,,,,,,,,,,,,
WA,28/07/2020,15:00,659,,,,,,,,,,,,,
NSW,28/07/2020,20:00,3529,,,,,,,,,,,,,
VIC,29/07/2020,12:00,9304,92,,,,,,,,,,,,
WA,29/07/2020,13:30,661,,,,,,,,,,,,,
QLD,29/07/2020,16:20,1079,,,,,,,,,,,,,
NSW,29/07/2020,20:00,3547,,,,,,,,,,,,,
VIC,30/07/2020,11:00,9998,105,,,,,,,,,,,,
WA,30/07/2020,15:30,665,,,,,,,,,,,,,
QLD,30/07/2020,16:46,1082,,,,,,,,,,,,,
SA,30/07/2020,17:00,449,,,,,,,,,,,,,
NSW,30/07/2020,20:00,3567,,,,,,,,,,,,,
VIC,31/07/2020,11:00,10577,113,,,,,,,,,,,,
QLD,31/07/2020,13:00,1083,,,,,,,,,,,,,
WA,31/07/2020,16:30,666,,,,,,,,,,,,,
NT,31/07/2020,16:30,33,,,,,,,,,,,,,
SA,31/07/2020,17:00,450,,,,,,,,,,,,,
NSW,31/07/2020,20:00,3567,52,,,,,,,,,,,,
NT,01/08/2020,09:45,34,,,,,,,,,,,,,
VIC,01/08/2020,11:30,10931,116,,,,,,,,,,,,
QLD,01/08/2020,12:00,1084,,,,,,,,,,,,,
WA,01/08/2020,15:00,668,,,,,,,,,,,,,
QLD,02/08/2020,12:30,1085,,,,,,,,,,,,,
NSW,02/08/2020,12:30,3595,,,,,,,,,,,,,
ACT,02/08/2020,13:20,113,,,,,,,,,,,,,
WA,02/08/2020,14:10,641,,,,,,,,,,,,,
VIC,02/08/2020,15:06,11557,123,,,,,,,,,,,,
SA,02/08/2020,21:00,453,,,,,,,,,,,,,
NSW,02/08/2020,20:00,3608,,,,,,,,,,,,,
ACT,03/08/2020,12:16,113,,,,,,,,,,,,,
WA,03/08/2020,13:52,641,,,,,,,,,,,,,
VIC,03/08/2020,15:13,11937,136,,,,,,,,,,,,
SA,03/08/2020,17:00,455,,,,,,,,,,,,,
NSW,03/08/2020,20:00,3620,,,,,,,,,,,,,
VIC,04/08/2020,11:15,12335,147,,,,,,,,,,,,
ACT,04/08/2020,12:29,113,,,,,,,,,,,,,
WA,04/08/2020,15:03,641,,,,,,,,,,,,,
SA,04/08/2020,17:00,456,,,,,,,,,,,,,
NSW,04/08/2020,20:00,3631,,,,,,,,,,,,,
VIC,05/08/2020,12:00,13035,162,,,,,,,,,,,,
QLD,05/08/2020,12:00,1088,,,,,,,,,,,,,
WA,05/08/2020,15:00,642,,,,,,,,,,,,,
SA,05/08/2020,17:00,456,,,,,,,,,,,,,
NSW,05/08/2020,20:00,3643,,,,,,,,,,,,,
ACT,06/08/2020,11:43,113,,,,,,,,,,,,,
VIC,06/08/2020,12:30,13469,170,,,,,,,,,,,,
WA,06/08/2020,14:19,642,,,,,,,,,,,,,
NSW,06/08/2020,20:00,3653,,,,,,,,,,,,,
ACT,07/08/2020,11:59,113,,,,,,,,,,,,,
VIC,07/08/2020,12:35,13867,181,,,,,,,,,,,,
WA,07/08/2020,14:00,642,,,,,,,,,,,,,
SA,07/08/2020,17:00,459,,,,,,,,,,,,,
NSW,07/08/2020,20:00,3662,,,,,,,,,,,,,
VIC,08/08/2020,11:15,14283,193,,,,,,,,,,,,
QLD,08/08/2020,13:00,1088,,,,,,,,,,,,,
WA,08/08/2020,14:30,642,,,,,,,,,,,,,
NSW,09/08/2020,11:00,3672,,,,,,,,,,,,,
VIC,09/08/2020,11:45,14569,210,,,,,,,,,,,,
ACT,09/08/2020,12:36,113,,,,,,,,,,,,,
NSW,09/08/2020,20:00,3686,,,,,,,,,,,,,
VIC,10/08/2020,09:20,14957,228,,,,,,,,,,,,
ACT,10/08/2020,13:59,113,,,,,,,,,,,,,
WA,10/08/2020,17:01,642,,,,,,,,,,,,,
QLD,10/08/2020,17:23,1089,,,,,,,,,,,,,
NSW,10/08/2020,20:00,3708,,,,,,,,,,,,,
VIC,11/08/2020,08:55,15251,246,,,,,,,,,,,,
ACT,11/08/2020,14:55,113,,,,,,,,,,,,,
WA,11/08/2020,15:06,642,,,,,,,,,,,,,
NSW,11/08/2020,20:00,3726,,,,,,,,,,,,,
VIC,12/08/2020,09:00,15646,267,,,,,,,,,,,,
TAS,12/08/2020,17:00,230,,,,,,,,,,,,,
NSW,12/08/2020,20:00,3738,53,,,,,,,,,,,,
VIC,13/08/2020,09:00,15863,275,,,,,,,,,,,,
ACT,13/08/2020,12:55,113,,,,,,,,,,,,,
WA,13/08/2020,13:43,644,,,,,,,,,,,,,
NSW,13/08/2020,20:00,3747,,,,,,,,,,,,,
VIC,14/08/2020,08:54,16234,289,,,,,,,,,,,,
ACT,14/08/2020,14:16,113,,,,,,,,,,,,,
QLD,14/08/2020,14:30,1092,,,,,,,,,,,,,
WA,14/08/2020,14:51,645,,,,,,,,,,,,,
NSW,14/08/2020,20:00,3756,,,,,,,,,,,,,
VIC,15/08/2020,08:55,16517,293,,,,,,,,,,,,
ACT,15/08/2020,12:24,113,,,,,,,,,,,,,
WA,15/08/2020,14:30,646,,,,,,,,,,,,,
NSW,15/08/2020,20:00,3761,54,,,,,,,,,,,,
ACT,16/08/2020,12:00,113,,,,,,,,,,,,,
VIC,16/08/2020,12:00,16764,309,,,,,,,,,,,,
NT,16/08/2020,12:30,34,,,,,,,,,,,,,
WA,16/08/2020,14:30,646,,,,,,,,,,,,,
SA,16/08/2020,15:00,461,,,,,,,,,,,,,
NSW,16/08/2020,20:00,3768,,,,,,,,,,,,,
VIC,17/08/2020,08:30,17027,334,,,,,,,,,,,,
WA,17/08/2020,15:00,646,,,,,,,,,,,,,
NSW,17/08/2020,20:00,3770,,,,,,,,,,,,,
VIC,18/08/2020,09:00,17238,351,,,,,,,,,,,,
WA,18/08/2020,14:17,647,,,,,,,,,,,,,
NSW,18/08/2020,20:00,3777,,,,,,,,,,,,,
VIC,19/08/2020,08:54,17446,363,,,,,,,,,,,,
QLD,19/08/2020,12:00,1092,,,,,,,,,,,,,
WA,19/08/2020,14:50,651,,,,,,,,,,,,,
NSW,19/08/2020,20:00,3782,,,,,,,,,,,,,
VIC,20/08/2020,09:30,17683,376,,,,,,,,,,,,
QLD,20/08/2020,12:00,1093,,,,,,,,,,,,,
NSW,20/08/2020,20:00,3783,,,,,,,,,,,,,
VIC,21/08/2020,09:00,17852,385,,,,,,,,,,,,
ACT,21/08/2020,11:52,113,,,,,,,,,,,,,
NSW,21/08/2020,20:00,3792,,,,,,,,,,,,,
VIC,22/08/2020,09:31,18034,398,,,,,,,,,,,,
ACT,22/08/2020,12:00,113,,,,,,,,,,,,,
WA,22/08/2020,13:54,651,,,,,,,,,,,,,
NSW,22/08/2020,20:00,3796,,,,,,,,,,,,,
VIC,23/08/2020,10:10,18231,415,,,,,,,,,,,,
ACT,23/08/2020,11:56,113,,,,,,,,,,,,,
WA,23/08/2020,13:10,652,,,,,,,,,,,,,
QLD,23/08/2020,14:20,1105,,,,,,,,,,,,,
SA,23/08/2020,17:00,463,,,,,,,,,,,,,
NSW,23/08/2020,20:00,3799,,,,,,,,,,,,,
VIC,24/08/2020,09:16,18330,430,,,,,,,,,,,,
WA,24/08/2020,16:00,653,,,,,,,,,,,,,
QLD,24/08/2020,16:00,1106,,,,,,,,,,,,,
NSW,24/08/2020,20:00,3802,54,,,,,,,,,,,,
VIC,25/08/2020,08:54,18464,438,,,,,,,,,,,,
ACT,25/08/2020,13:06,113,,,,,,,,,,,,,
NSW,25/08/2020,20:00,3808,,,,,,,,,,,,,
VIC,26/08/2020,09:09,18608,462,,,,,,,,,,,,
ACT,26/08/2020,12:41,113,,,,,,,,,,,,,
WA,26/08/2020,13:18,653,,,,,,,,,,,,,
QLD,26/08/2020,14:00,1108,,,,,,,,,,,,,
VIC,27/08/2020,09:00,18714,485,,,,,,,,,,,,
NSW,26/08/2020,20:00,3817,,,,,,,,,,,,,
VIC,28/08/2020,10:20,18822,496,,,,,,,,,,,,
NSW,27/08/2020,20:00,3830,,,,,,,,,,,,,
ACT,28/08/2020,12:00,113,,,,,,,,,,,,,
WA,28/08/2020,14:36,655,,,,,,,,,,,,,
NSW,28/08/2020,20:00,3844,,,,,,,,,,,,,
VIC,29/08/2020,08:29,18903,513,,,,,,,,,,,,
WA,29/08/2020,15:23,655,,,,,,,,,,,,,
NSW,29/08/2020,20:00,3851,,,,,,,,,,,,,
VIC,30/08/2020,11:00,19015,524,,,,,,,,,,,,
WA,30/08/2020,13:30,655,,,,,,,,,,,,,
NSW,30/08/2020,20:00,3861,,,,,,,,,,,,,
VIC,31/08/2020,10:30,19080,565,,,,,,,,,,,,
QLD,31/08/2020,12:00,1122,,,,,,,,,,,,,
WA,31/08/2020,13:30,655,,,,,,,,,,,,,
NSW,31/08/2020,20:00,3874,,,,,,,,,,,,,
VIC,01/09/2020,09:00,19138,570,,,,,,,,,,,,
WA,01/09/2020,13:18,655,,,,,,,,,,,,,
QLD,01/09/2020,13:30,1124,,,,,,,,,,,,,
NSW,01/09/2020,20:00,3890,,,,,,,,,,,,,
VIC,02/09/2020,08:30,19224,576,,,,,,,,,,,,
QLD,02/09/2020,12:00,1126,,,,,,,,,,,,,
NSW,02/09/2020,20:00,3902,,,,,,,,,,,,,
VIC,03/09/2020,11:00,19336,591,,,,,,,,,,,,
QLD,03/09/2020,12:00,1128,,,,,,,,,,,,,
NSW,03/09/2020,20:00,3910,,,,,,,,,,,,,
VIC,04/09/2020,10:00,19415,650,,,,,,,,,,,,
NSW,04/09/2020,20:00,3915,,,,,,,,,,,,,
VIC,05/09/2020,16:00,19479,661,,,,,,,,,,,,
QLD,05/09/2020,12:00,1129,,,,,,,,,,,,,
SA,05/09/2020,17:00,464,,,,,,,,,,,,,
NSW,05/09/2020,20:00,3925,,,,,,,,,,,,,
VIC,06/09/2020,09:00,19538,666,,,,,,,,,,,,
QLD,06/09/2020,12:00,1131,,,,,,,,,,,,,
WA,06/09/2020,13:00,656,,,,,,,,,,,,,
NSW,06/09/2020,20:00,3929,,,,,,,,,,,,,
VIC,07/09/2020,09:00,19574,675,,,,,,,,,,,,
QLD,07/09/2020,12:00,1133,,,,,,,,,,,,,
NSW,07/09/2020,20:00,3937,,,,,,,,,,,,,
WA,07/09/2020,15:00,657,,,,,,,,,,,,,
VIC,08/09/2020,08:50,19615,683,,,,,,,,,,,,
ACT,08/09/2020,14:26,113,,,,,,,,,,,,,
QLD,08/09/2020,15:10,1134,,,,,,,,,,,,,
WA,08/09/2020,15:24,658,,,,,,,,,,,,,
SA,08/09/2020,17:00,465,,,,,,,,,,,,,
NSW,08/09/2020,20:00,3946,,,,,,,,,,,,,
VIC,09/09/2020,08:20,19688,694,,,,,,,,,,,,
QLD,09/09/2020,09:45,1143,,,,,,,,,,,,,
NSW,09/09/2020,20:00,3953,,,,,,,,,,,,,
VIC,10/09/2020,08:30,19728,701,,,,,,,,,,,,
ACT,10/09/2020,12:15,113,,,,,,,,,,,,,
NSW,10/09/2020,20:00,3963,,,,,,,,,,,,,
WA,10/09/2020,14:10,659,,,,,,,,,,,,,
VIC,11/09/2020,10:00,19767,710,,,,,,,,,,,,
ACT,11/09/2020,13:00,113,,,,,,,,,,,,,
NSW,11/09/2020,20:00,3968,,,,,,,,,,,,,
VIC,12/09/2020,12:50,19800,716,,,,,,,,,,,,
QLD,12/09/2020,13:40,1149,,,,,,,,,,,,,
NSW,12/09/2020,20:00,3977,,,,,,,,,,,,,
VIC,13/09/2020,14:30,19835,723,,,,,,,,,,,,
NSW,13/09/2020,20:00,3981,,,,,,,,,,,,,
VIC,14/09/2020,09:00,19872,729,,,,,,,,,,,,
ACT,14/09/2020,15:36,113,,,,,,,,,,,,,
WA,14/09/2020,14:47,659,,,,,,,,,,,,,
NSW,14/09/2020,20:00,3987,,,,,,,,,,,,,
VIC,15/09/2020,08:31,19911,,,,,,,,,,,,,
QLD,15/09/2020,12:00,1150,,,,,,,,,,,,,
WA,15/09/2020,13:03,659,,,,,,,,,,,,,
ACT,15/09/2020,13:07,113,,,,,,,,,,,,,
NSW,15/09/2020,20:00,3996,,,,,,,,,,,,,
VIC,16/09/2020,14:26,19943,737,,,,,,,,,,,,
WA,16/09/2020,15:30,660,,,,,,,,,,,,,
NSW,16/09/2020,20:00,4001,,,,,,,,,,,,,
VIC,17/09/2020,09:00,19970,745,,,,,,,,,,,,
ACT,17/09/2020,14:05,113,,,,,,,,,,,,,
WA,17/09/2020,13:07,661,,,,,,,,,,,,,
NSW,17/09/2020,20:00,4007,,,,,,,,,,,,,
VIC,18/09/2020,10:13,20012,750,,,,,,,,,,,,
WA,18/09/2020,15:32,661,,,,,,,,,,,,,
NSW,18/09/2020,20:48,4009,,,,,,,,,,,,,
VIC,19/09/2020,14:54,20034,757,,,,,,,,,,,,
NSW,19/09/2020,20:00,4011,55,,,,,,,,,,,,
VIC,20/09/2020,10:00,20042,761,,,,,,,,,,,,
WA,20/09/2020,13:00,662,,,,,,,,,,,,,
NSW,20/09/2020,20:00,4015,,,,,,,,,,,,,
VIC,21/09/2020,09:00,20051,763,,,,,,,,,,,,
ACT,21/09/2020,12:00,113,,,,,,,,,,,,,
QLD,21/09/2020,12:00,1153,,,,,,,,,,,,,
WA,21/09/2020,15:40,662,,,,,,,,,,,,,
NSW,21/09/2020,20:00,4017,,,,,,,,,,,,,
VIC,22/09/2020,08:59,20076,766,,,,,,,,,,,,
WA,22/09/2020,16:30,665,,,,,,,,,,,,,
NSW,22/09/2020,21:40,4023,,,,,,,,,,,,,
VIC,23/09/2020,08:15,20100,771,,,,,,,,,,,,
NSW,23/09/2020,20:00,4024,,,,,,,,,,,,,
VIC,24/09/2020,09:00,20105,773,,,,,,,,,,,,
QLD,24/09/2020,12:00,1153,,,,,,,,,,,,,
SA,24/09/2020,17:00,468,,,,,,,,,,,,,
WA,24/09/2020,19:00,668,,,,,,,,,,,,,
NSW,24/09/2020,20:00,4028,,,,,,,,,,,,,
VIC,25/09/2020,09:00,20118,781,,,,,,,,,,,,
NSW,26/09/2020,11:00,4029,,,,,,,,,,,,,
QLD,26/09/2020,12:22,1156,,,,,,,,,,,,,
VIC,26/09/2020,17:11,20129,782,,,,,,,,,,,,
WA,26/09/2020,19:42,669,,,,,,,,,,,,,
NSW,26/09/2020,20:00,4029,,,,,,,,,,,,,
QLD,27/09/2020,11:46,1157,,,,,,,,,,,,,
WA,27/09/2020,13:26,676,,,,,,,,,,,,,
VIC,27/09/2020,14:42,20145,784,,,,,,,,,,,,
NSW,27/09/2020,20:00,4029,,,,,,,,,,,,,
VIC,28/09/2020,08:36,20149,787,,,,,,,,,,,,
WA,28/09/2020,14:06,676,,,,,,,,,,,,,
NSW,28/09/2020,20:00,4031,,,,,,,,,,,,,
VIC,29/09/2020,09:00,20158,794,,,,,,,,,,,,
WA,29/09/2020,17:30,684,,,,,,,,,,,,,
NSW,29/09/2020,20:00,4035,,,,,,,,,,,,,
VIC,30/09/2020,08:30,20171,798,,,,,,,,,,,,
WA,30/09/2020,16:19,684,,,,,,,,,,,,,
NSW,30/09/2020,20:00,4038,,,,,,,,,,,,,
VIC,01/10/2020,09:00,20183,800,,,,,,,,,,,,
WA,01/10/2020,14:00,685,,,,,,,,,,,,,
NSW,01/10/2020,20:00,4042,,,,,,,,,,,,,
VIC,02/10/2020,09:00,20191,802,,,,,,,,,,,,
NSW,02/10/2020,20:00,4043,,,,,,,,,,,,,
VIC,03/10/2020,13:00,20197,805,,,,,,,,,,,,
NSW,03/10/2020,20:00,4045,,,,,,,,,,,,,
WA,03/10/2020,13:30,686,,,,,,,,,,,,,
VIC,04/10/2020,08:50,20209,806,,,,,,,,,,,,
WA,04/10/2020,14:14,686,,,,,,,,,,,,,
NSW,04/10/2020,20:00,4046,,,,,,,,,,,,,
VIC,05/10/2020,14:26,20220,,,,,,,,,,,,,
WA,05/10/2020,15:42,687,,,,,,,,,,,,,
NSW,05/10/2020,20:00,4057,,,,,,,,,,,,,
VIC,06/10/2020,16:00,20233,807,,,,,,,,,,,,
QLD,06/10/2020,12:00,1160,,,,,,,,,,,,,
SA,06/10/2020,17:00,472,,,,,,,,,,,,,
NSW,06/10/2020,20:00,4060,,,,,,,,,,,,,
VIC,07/10/2020,10:00,20237,809,,,,,,,,,,,,
WA,07/10/2020,14:30,688,,,,,,,,,,,,,
ACT,07/10/2020,16:15,113,,,,,,,,,,,,,
NSW,07/10/2020,20:00,4072,,,,,,,,,,,,,
VIC,08/10/2020,08:31,20247,,,,,,,,,,,,,
ACT,08/10/2020,13:33,113,,,,,,,,,,,,,
WA,08/10/2020,13:40,690,,,,,,,,,,,,,
NSW,08/10/2020,20:00,4082,,,,,,,,,,,,,
VIC,09/10/2020,15:00,20257,,,,,,,,,,,,,
WA,09/10/2020,17:29,692,,,,,,,,,,,,,
NSW,09/10/2020,20:00,4084,,,,,,,,,,,,,
VIC,10/10/2020,15:00,20269,,,,,,,,,,,,,
NSW,10/10/2020,20:00,4088,,,,,,,,,,,,,
ACT,11/10/2020,12:56,113,,,,,,,,,,,,,
WA,11/10/2020,15:08,694,,,,,,,,,,,,,
VIC,11/10/2020,15:36,20281,810,,,,,,,,,,,,
VIC,12/10/2020,08:40,20295,,,,,,,,,,,,,
NSW,12/10/2020,12:19,4094,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
